aggregate,score_biology,score_chemistry,score_physics,score_math,score_english,score_government,score_literature,score_accounting,score_business_management,score_art,score_agriculture,score_ict,interest_healthcare,interest_technology,interest_business,interest_creative,interest_engineering,interest_law,interest_education,interest_agriculture,target
28,77,52,44,60,61,43,57,65,65,67,64,52,7,8,9,7,2,7,5,5,Teacher
15,71,74,96,65,96,73,88,78,100,64,68,54,1,5,2,5,2,7,3,9,Nurse
30,53,72,51,49,40,52,47,53,69,40,40,48,3,6,4,7,3,5,3,1,Teacher
35,76,51,40,70,79,98,42,70,53,71,40,41,2,3,9,9,9,9,9,2,Teacher
34,50,73,83,66,40,46,79,57,61,71,70,64,3,8,8,5,1,9,6,8,Teacher
21,45,63,83,57,97,46,64,58,65,89,53,61,3,8,1,7,1,0,9,2,Teacher
8,86,100,63,77,60,96,100,85,72,73,83,83,1,8,9,3,3,4,7,9,Medical Doctor
26,66,74,57,42,75,47,64,60,58,53,70,40,3,3,9,6,8,1,0,1,Teacher
15,65,53,72,48,68,73,67,78,73,72,41,58,0,8,9,7,4,1,4,5,Civil Engineer
22,82,75,56,67,77,67,85,72,78,79,50,67,0,4,7,1,4,7,9,4,Teacher
20,74,59,79,45,93,79,71,95,84,62,71,40,5,3,9,6,0,2,2,0,Accountant
34,40,72,63,70,40,64,42,54,68,61,47,60,4,5,1,7,8,1,5,5,Teacher
33,61,48,59,78,62,91,78,58,58,84,62,81,8,2,7,7,2,2,5,0,Teacher
19,70,89,76,70,62,62,58,63,82,68,51,98,4,3,3,3,8,3,8,9,Accountant
18,54,73,71,63,74,63,93,63,84,48,70,73,0,0,7,1,0,7,3,2,Accountant
25,71,40,80,78,63,71,70,60,41,77,83,44,6,3,9,5,7,8,5,8,Teacher
29,71,60,64,64,50,40,41,58,48,48,86,72,2,9,0,6,0,8,0,4,Teacher
30,40,42,42,72,83,71,56,65,46,76,66,71,6,3,0,7,3,2,8,9,Teacher
35,40,92,52,70,85,40,76,69,84,42,81,48,0,0,0,8,7,4,4,8,Teacher
28,55,40,58,74,40,78,55,59,52,40,48,91,2,7,1,1,9,2,6,0,Teacher
28,49,62,40,60,88,75,84,65,77,49,50,40,2,7,7,5,9,8,8,3,Teacher
6,85,77,100,95,69,100,98,86,100,81,88,100,4,3,4,7,3,8,6,9,Medical Doctor
28,75,61,52,40,57,55,65,57,55,40,45,67,5,9,8,8,6,8,9,2,Teacher
26,49,73,63,65,49,71,92,45,55,64,72,52,5,3,8,4,3,1,5,9,Teacher
34,76,75,40,55,58,40,55,73,54,63,63,59,7,1,3,9,0,3,3,9,Teacher
8,62,100,100,88,78,100,68,88,90,100,93,80,7,5,1,2,7,9,6,9,Medical Doctor
22,58,44,85,59,47,64,68,40,71,51,92,74,3,6,8,9,5,7,8,9,Teacher
19,82,42,80,66,56,66,58,79,95,83,100,48,0,7,3,8,0,1,5,9,Accountant
22,60,92,55,57,60,48,40,63,69,66,64,67,9,1,0,4,0,0,0,5,Teacher
18,78,58,73,51,46,78,67,76,72,58,72,54,1,1,8,7,0,3,0,0,Accountant
25,75,47,40,54,59,45,51,75,63,67,57,51,8,5,0,8,2,5,9,9,Teacher
17,53,79,41,78,87,55,84,75,98,61,100,40,2,8,5,5,4,2,4,0,Accountant
21,49,71,74,78,97,40,67,86,66,40,49,73,1,9,7,9,8,0,6,7,Teacher
25,74,45,62,92,70,69,90,81,70,57,62,61,6,4,2,0,9,5,0,8,Teacher
17,45,96,56,65,79,56,52,42,85,66,100,59,3,2,0,9,7,4,3,9,Business Analyst
25,40,54,57,53,81,80,57,40,53,53,52,52,0,3,9,9,3,0,1,0,Teacher
8,95,97,93,82,89,86,100,81,74,87,86,90,0,5,0,8,0,5,0,6,Lawyer
12,97,73,44,86,100,81,52,71,79,65,43,80,0,1,0,7,4,7,2,6,Pharmacist
27,46,67,46,49,61,97,62,40,50,70,43,72,9,0,0,7,3,4,6,7,Teacher
28,40,57,84,64,49,76,73,79,70,73,70,52,1,6,4,2,8,5,0,4,Teacher
25,68,68,72,56,55,84,40,58,64,71,65,48,7,3,7,0,4,8,0,3,Teacher
31,40,78,47,40,75,52,74,46,82,73,49,40,3,3,0,2,4,5,8,8,Teacher
22,40,63,76,59,50,98,68,69,47,57,53,83,2,1,1,4,0,1,8,6,Teacher
21,71,72,44,80,60,68,61,70,77,53,72,61,0,8,5,1,7,8,8,1,Teacher
12,74,83,97,83,84,66,79,75,92,70,69,86,0,8,3,1,7,1,4,5,Electrical Engineer
13,92,92,94,98,100,75,82,74,80,100,60,67,4,1,9,4,7,1,7,3,Electrical Engineer
6,100,100,77,90,100,100,74,74,85,99,100,93,8,2,9,3,0,3,0,4,Medical Doctor
32,87,68,51,76,59,56,49,40,69,40,48,66,2,1,2,0,7,5,1,7,Teacher
28,70,58,84,98,70,63,69,43,62,49,67,49,7,2,1,8,1,8,3,1,Teacher
9,93,73,83,71,98,73,94,81,84,88,75,89,6,8,6,0,1,5,6,2,Medical Doctor
20,64,40,63,81,80,90,64,93,72,79,83,49,7,6,6,2,5,4,0,2,Accountant
6,100,77,79,77,100,97,88,77,92,67,93,100,1,0,1,6,6,9,5,4,Medical Doctor
17,72,81,61,76,68,54,79,70,72,56,98,87,0,8,2,9,2,1,7,2,Business Analyst
23,81,49,55,79,40,63,44,58,61,60,57,49,8,6,1,7,6,8,7,2,Teacher
20,100,78,93,51,100,42,62,78,45,56,53,65,8,6,2,3,5,2,6,5,Accountant
20,43,46,86,59,68,94,68,66,83,61,88,83,0,6,0,0,8,9,6,3,Accountant
12,69,90,91,75,87,89,87,75,89,100,63,69,6,2,5,7,6,9,5,8,Pharmacist
22,51,62,88,78,64,71,57,69,68,81,81,74,9,6,3,7,3,6,3,4,Teacher
35,58,53,44,66,60,73,72,73,46,69,69,44,7,3,9,2,5,7,8,5,Teacher
16,65,70,62,65,89,74,80,67,66,80,77,87,7,3,3,1,7,1,8,3,Agricultural Scientist
9,96,70,84,100,74,100,86,100,92,93,65,79,1,4,3,7,6,5,1,2,Medical Doctor
34,49,73,62,80,59,50,64,53,50,72,87,56,5,8,2,8,8,0,2,5,Teacher
10,100,69,64,96,53,81,100,61,55,62,98,100,6,8,5,9,1,9,9,8,Pharmacist
22,77,79,65,81,40,80,60,75,57,47,72,44,9,7,2,3,9,0,3,9,Teacher
19,78,69,51,66,93,86,75,65,71,65,89,58,8,2,5,8,1,6,4,4,Accountant
14,78,77,74,71,100,91,63,100,72,83,93,55,5,9,9,9,2,9,5,0,Architect
11,90,80,66,71,100,85,75,91,71,100,100,76,4,2,1,8,0,8,0,6,Medical Doctor
24,86,82,54,53,74,67,57,74,42,65,45,45,5,0,1,4,1,9,0,5,Teacher
29,85,71,87,69,56,46,54,82,59,69,63,63,6,7,4,0,3,9,2,9,Teacher
26,70,66,56,72,40,72,64,46,40,62,82,57,4,4,3,5,1,2,0,1,Teacher
29,54,85,44,80,55,61,79,52,69,73,50,48,9,7,0,7,6,8,7,4,Teacher
32,41,81,83,73,48,55,62,49,85,62,40,65,8,0,1,7,8,6,2,6,Teacher
24,61,81,71,64,57,67,72,54,69,80,60,65,8,6,9,8,5,4,0,5,Teacher
24,75,73,64,64,78,69,53,61,72,40,50,74,4,7,4,3,7,6,5,4,Teacher
18,43,92,60,64,88,48,55,77,80,71,72,92,0,5,2,8,4,5,8,8,Business Analyst
30,81,73,63,61,57,76,59,49,73,83,40,95,1,9,7,2,6,7,2,1,Teacher
29,73,66,59,40,47,62,48,63,70,74,41,92,7,4,4,5,9,6,9,6,Teacher
11,47,86,88,82,73,52,89,100,74,90,59,90,9,5,9,3,7,2,4,0,Civil Engineer
27,49,62,55,40,60,58,40,51,68,42,41,55,0,7,0,1,6,7,0,2,Teacher
14,82,84,85,73,88,67,95,90,100,86,92,55,2,5,6,0,1,3,7,9,Accountant
31,65,61,74,71,60,46,50,51,55,64,70,59,0,3,1,3,7,4,0,6,Teacher
8,61,77,95,77,84,94,95,71,100,100,71,75,8,4,1,2,3,4,2,6,Medical Doctor
11,83,68,87,100,100,62,61,58,66,87,75,70,4,3,1,0,7,3,4,5,Lawyer
16,50,90,83,83,67,73,46,89,61,62,62,100,8,4,8,7,3,6,4,9,Electrical Engineer
10,59,79,61,62,69,71,70,92,77,82,98,73,8,3,0,0,6,6,1,8,Architect
20,83,76,69,69,73,76,95,100,74,40,55,97,9,6,9,7,8,5,8,7,Teacher
25,40,45,88,40,59,74,95,65,66,63,78,68,8,9,6,7,2,5,9,5,Teacher
11,59,73,91,91,100,69,100,89,58,75,87,57,1,7,4,6,0,9,4,2,Architect
17,47,92,99,40,67,68,71,89,67,73,100,72,9,2,5,6,6,1,2,9,Accountant
9,78,87,86,67,70,90,98,83,82,100,74,100,5,5,6,4,6,1,0,9,Lawyer
17,57,40,93,52,83,92,80,77,80,87,83,56,1,9,4,2,9,2,7,6,Accountant
34,66,56,68,74,75,74,82,76,69,42,42,56,9,7,3,7,8,6,1,8,Teacher
18,98,96,48,44,73,62,55,73,76,60,63,61,5,9,2,3,5,7,8,5,Nurse
20,72,67,57,57,59,72,83,71,69,88,70,61,5,4,9,4,8,7,9,3,Agricultural Scientist
26,72,89,53,40,54,64,71,65,53,86,45,56,1,0,9,2,7,5,6,1,Teacher
13,76,97,76,75,97,75,99,61,90,100,95,52,2,6,7,5,5,7,7,6,Architect
15,50,57,95,79,67,79,87,94,60,62,86,87,8,3,1,3,8,1,3,1,Software Engineer
15,66,100,70,77,74,100,73,71,79,67,79,100,9,9,7,5,4,7,2,6,Accountant
18,69,70,74,85,79,65,41,83,44,52,66,54,7,6,3,8,8,7,0,6,Teacher
17,85,70,85,86,98,94,94,96,78,74,87,85,5,9,7,0,8,0,2,8,Nurse
10,85,100,100,89,72,80,100,76,82,81,90,78,7,7,7,0,1,3,8,2,Pharmacist
28,71,53,66,40,71,51,60,58,40,42,74,65,1,9,6,5,8,9,4,8,Teacher
22,90,75,56,68,70,52,61,63,91,40,85,52,6,7,8,8,7,9,2,1,Teacher
8,76,78,83,56,90,59,88,100,80,100,66,100,0,8,3,8,4,6,0,5,Medical Doctor
22,63,65,68,62,76,61,40,64,40,72,52,69,6,6,1,3,9,9,5,2,Teacher
25,40,69,88,72,59,46,40,40,60,94,40,73,9,1,7,9,6,1,5,7,Teacher
22,74,64,51,82,76,68,75,78,55,75,58,79,8,1,0,4,5,2,7,6,Teacher
17,86,88,65,57,43,69,62,91,70,59,56,100,1,4,5,9,7,7,4,8,Nurse
30,77,40,50,75,49,66,48,53,51,69,63,61,6,2,0,7,2,7,6,1,Teacher
35,71,64,66,58,86,40,62,60,72,47,40,62,0,9,6,1,1,7,9,9,Teacher
15,100,78,50,61,53,52,100,100,60,77,58,77,9,4,8,0,4,1,8,5,Software Engineer
24,47,54,40,63,40,71,58,54,57,63,72,83,3,2,4,9,2,7,2,0,Teacher
14,84,67,94,93,89,100,77,88,70,100,100,79,2,2,5,4,9,8,0,2,Accountant
16,82,45,89,100,83,71,73,86,72,89,73,100,2,3,6,2,9,7,7,5,Accountant
33,56,44,42,60,55,40,50,47,78,61,83,49,2,9,3,5,2,8,7,5,Teacher
34,89,61,77,67,59,58,49,53,44,43,91,64,6,4,7,8,3,3,7,0,Teacher
11,83,98,90,90,100,100,100,74,100,67,100,73,4,5,5,2,3,0,3,0,Civil Engineer
32,52,57,68,50,75,59,40,49,79,45,73,61,7,4,7,0,7,3,1,5,Teacher
10,65,80,75,68,93,99,79,100,73,100,93,66,4,5,1,5,3,7,8,8,Lawyer
31,69,40,54,71,40,40,40,65,51,73,61,88,5,7,9,0,9,6,2,8,Teacher
29,68,67,69,40,90,46,59,82,89,72,52,61,6,7,2,9,1,6,4,4,Teacher
28,63,48,74,48,43,61,40,69,65,54,56,58,6,5,8,5,8,3,0,0,Teacher
34,64,71,52,65,67,40,74,90,58,57,56,69,8,5,0,5,4,3,5,5,Teacher
19,94,59,72,68,55,74,77,64,66,80,41,58,9,8,4,0,0,1,9,9,Accountant
6,64,57,100,76,76,100,83,100,81,96,83,77,4,6,2,0,8,1,9,2,Medical Doctor
15,100,78,93,62,82,72,100,100,100,67,78,83,5,6,1,0,5,2,4,1,Accountant
22,56,55,46,79,56,54,74,66,59,79,58,40,1,4,8,8,1,6,9,3,Teacher
8,100,100,77,90,100,77,66,61,100,85,92,79,1,1,1,4,0,9,3,9,Lawyer
26,40,68,79,75,60,57,60,79,72,55,54,53,5,5,9,1,0,9,2,9,Teacher
21,51,70,60,75,42,51,69,90,74,59,46,58,9,4,9,7,8,3,6,7,Teacher
7,55,87,80,82,87,100,72,56,73,100,64,80,2,8,4,2,2,2,5,0,Medical Doctor
18,56,88,69,79,91,79,64,81,63,77,54,73,6,7,2,0,6,4,4,6,Teacher
17,62,63,100,87,91,81,50,80,90,61,88,85,2,5,2,9,5,4,3,7,Software Engineer
17,74,62,76,43,77,93,48,68,61,51,43,56,1,4,9,2,2,7,3,3,Nurse
6,99,100,100,77,82,100,60,80,71,94,84,100,7,9,1,4,5,4,2,3,Medical Doctor
30,74,71,86,55,50,66,51,52,56,84,70,72,1,6,4,8,2,7,5,3,Teacher
30,67,74,79,42,68,62,66,74,77,50,63,60,2,9,0,0,8,8,4,8,Teacher
14,75,83,98,89,68,96,74,60,76,100,81,79,4,3,0,4,8,9,3,8,Electrical Engineer
25,81,82,63,60,55,63,90,60,49,56,73,51,7,3,1,8,3,8,9,2,Teacher
15,74,78,89,59,87,71,50,77,97,90,76,94,2,3,2,1,9,8,0,1,Nurse
12,92,100,88,74,69,77,100,76,97,91,100,85,5,4,1,7,6,5,4,4,Software Engineer
14,91,98,75,77,93,67,88,65,60,83,78,53,9,0,7,1,0,7,1,5,Civil Engineer
10,95,70,63,72,88,65,75,75,96,94,86,91,9,8,3,8,2,4,9,8,Pharmacist
8,97,83,91,75,98,86,83,82,87,81,97,82,7,0,8,9,2,1,0,8,Lawyer
9,76,81,100,81,91,94,71,73,68,73,43,94,9,2,9,3,9,7,3,9,Lawyer
28,42,70,82,88,100,46,100,54,51,64,51,65,9,1,6,8,4,6,3,1,Teacher
26,84,40,64,45,50,89,62,68,59,40,43,78,6,8,2,0,9,5,0,0,Teacher
30,58,68,51,41,45,52,52,96,78,70,66,64,3,0,7,1,7,5,7,5,Teacher
19,60,63,76,83,75,82,82,67,79,45,65,63,9,7,7,2,6,2,3,8,Agricultural Scientist
25,57,90,45,63,46,54,88,66,66,48,56,89,5,3,3,1,2,6,2,4,Teacher
11,70,73,73,82,84,88,100,94,75,83,100,95,1,3,2,0,7,6,3,8,Architect
25,82,40,48,74,65,63,81,47,51,49,40,64,0,0,2,6,8,1,6,0,Teacher
11,99,100,86,80,62,79,81,69,82,67,100,89,7,7,6,9,5,7,6,4,Civil Engineer
34,58,78,58,40,40,40,40,63,45,40,58,43,6,1,2,5,7,0,3,0,Teacher
13,99,40,81,63,69,71,100,63,94,97,45,71,6,5,7,6,3,2,2,3,Software Engineer
30,65,45,56,65,62,65,49,69,61,40,52,46,9,4,3,8,7,6,7,4,Teacher
22,55,61,79,69,75,86,73,40,71,57,94,72,1,0,3,3,4,4,7,2,Teacher
18,69,63,68,72,52,60,41,74,74,99,78,64,8,1,1,4,0,7,4,9,Business Analyst
14,79,76,95,79,82,70,96,97,78,70,54,65,9,2,4,9,4,8,9,3,Pharmacist
26,46,40,40,41,47,58,45,66,57,61,78,43,1,4,2,6,3,0,5,5,Teacher
16,72,78,83,79,80,73,77,72,48,100,86,61,6,5,4,0,0,5,9,6,Nurse
6,90,67,96,100,78,93,77,98,80,100,63,75,5,9,8,8,9,3,0,1,Medical Doctor
19,72,83,100,65,61,76,67,90,59,67,84,76,7,2,6,2,7,0,0,5,Agricultural Scientist
33,78,40,40,79,60,73,61,59,40,59,80,60,1,0,2,9,5,8,4,2,Teacher
26,92,69,51,61,61,86,61,94,41,60,49,53,0,1,1,6,5,1,7,8,Teacher
25,48,53,40,77,68,47,40,66,87,60,52,48,3,6,1,3,4,3,3,8,Teacher
34,56,71,60,40,40,51,75,71,73,45,84,45,8,8,5,1,6,2,6,8,Teacher
15,52,73,75,76,88,100,84,77,61,49,95,69,1,1,7,8,2,2,5,9,Civil Engineer
33,68,59,73,72,52,40,62,48,62,80,66,79,2,9,1,5,7,6,0,3,Teacher
30,49,60,71,74,64,72,59,58,53,66,75,70,0,0,4,7,8,5,9,7,Teacher
32,57,75,81,52,49,62,72,71,40,88,50,56,8,6,4,5,3,0,3,8,Teacher
8,100,100,65,87,100,54,71,86,79,91,100,75,0,1,3,7,2,9,5,5,Medical Doctor
14,100,100,55,65,67,60,58,76,67,65,100,68,5,3,0,6,7,8,1,0,Architect
10,77,81,86,86,90,77,66,100,94,78,91,100,3,3,1,9,3,7,9,1,Architect
6,88,100,99,73,96,99,92,100,82,97,73,66,3,8,7,3,3,1,8,2,Medical Doctor
12,84,67,80,77,98,67,81,71,100,100,57,70,1,3,8,8,5,8,3,0,Software Engineer
6,100,90,94,100,100,88,100,55,100,65,81,90,4,1,8,6,9,7,5,8,Medical Doctor
12,81,83,73,74,86,96,73,68,91,81,94,68,0,5,1,7,0,1,7,5,Medical Doctor
7,91,92,89,97,77,100,85,69,92,76,99,100,0,7,1,6,8,5,1,1,Medical Doctor
29,71,43,60,40,65,70,40,40,40,57,40,80,4,1,6,1,8,8,2,7,Teacher
24,40,61,56,65,60,66,58,69,40,65,49,81,3,0,0,9,4,2,4,4,Teacher
13,67,93,92,61,100,80,93,62,73,86,75,40,1,2,8,8,5,9,9,8,Pharmacist
26,61,77,40,44,76,79,69,45,75,81,71,40,9,6,6,1,2,5,2,1,Teacher
16,68,80,83,88,90,78,61,85,72,40,81,64,5,8,3,8,8,5,4,2,Software Engineer
26,82,64,62,52,81,53,59,53,62,82,47,62,6,6,1,1,1,1,8,4,Teacher
10,91,59,74,91,91,100,82,91,85,70,51,91,9,1,0,6,1,9,4,4,Electrical Engineer
18,59,74,70,82,70,62,78,100,68,75,85,64,9,1,2,5,7,0,8,0,Accountant
23,59,54,100,71,74,82,44,91,40,53,58,74,7,8,1,2,1,9,6,1,Teacher
20,80,93,58,80,65,87,85,73,64,84,79,59,6,1,4,5,9,3,9,4,Agricultural Scientist
16,86,72,80,51,71,58,83,90,97,66,59,69,1,5,6,9,5,6,0,5,Nurse
22,84,79,77,65,62,92,93,76,81,70,46,52,7,7,3,9,8,8,4,5,Teacher
32,46,68,77,64,72,72,74,60,71,62,65,100,9,6,2,2,1,8,3,9,Teacher
23,54,40,66,82,67,64,67,59,68,59,52,64,6,2,0,6,2,9,5,5,Teacher
17,100,84,77,80,95,61,72,67,56,69,91,82,9,9,3,0,6,7,4,1,Teacher
12,83,50,56,85,78,92,80,79,45,94,72,76,2,7,8,6,5,3,4,7,Architect
24,94,53,62,59,40,59,77,72,73,58,54,83,5,2,2,2,9,1,0,9,Teacher
8,100,61,100,90,100,82,80,69,99,95,71,55,5,0,5,1,7,2,9,5,Lawyer
25,40,57,44,83,57,66,59,58,65,51,59,59,2,5,6,8,4,3,1,2,Teacher
20,78,59,72,59,40,69,48,76,72,60,97,51,6,6,9,9,9,3,5,8,Accountant
24,71,46,40,81,47,52,76,65,80,76,57,79,3,4,7,0,5,3,4,4,Teacher
20,100,73,78,80,45,63,62,82,80,68,61,44,9,9,6,5,7,6,9,7,Agricultural Scientist
34,41,84,75,40,63,78,59,52,93,40,99,60,2,5,4,4,5,5,0,8,Teacher
29,40,75,54,77,40,68,68,40,50,44,72,64,6,9,6,6,6,6,2,2,Teacher
23,52,53,62,69,63,72,91,57,40,77,90,71,6,8,8,0,6,8,5,0,Teacher
19,74,50,78,60,40,83,78,91,40,61,73,80,1,4,8,8,1,1,2,6,Accountant
22,64,69,71,75,70,48,52,58,62,82,49,61,5,3,2,0,2,8,4,5,Teacher
15,96,83,79,80,98,84,100,71,57,67,69,100,0,4,0,9,7,1,5,9,Electrical Engineer
31,53,50,62,57,70,66,40,45,57,59,46,79,3,8,3,1,2,4,9,5,Teacher
28,71,76,67,40,57,42,56,74,64,77,65,40,6,8,3,9,9,3,5,7,Teacher
6,65,79,88,100,93,100,75,100,91,100,84,100,0,3,3,4,3,8,6,1,Medical Doctor
6,62,100,80,100,68,94,79,48,86,90,87,94,6,6,8,4,3,7,3,3,Medical Doctor
17,71,72,52,91,72,75,80,62,81,68,61,83,0,6,5,0,3,4,7,3,Accountant
25,69,40,63,64,56,67,66,61,47,62,90,56,0,3,3,5,5,9,5,0,Teacher
32,55,58,75,64,81,49,40,81,66,48,66,72,1,1,0,1,9,7,7,7,Teacher
22,71,61,49,57,86,46,91,71,58,40,40,61,8,4,2,3,5,9,0,6,Teacher
12,80,100,84,100,71,64,51,80,63,63,97,56,6,4,9,6,0,7,2,6,Medical Doctor
35,66,45,63,68,59,60,66,55,73,80,46,86,3,7,7,4,5,7,0,4,Teacher
9,76,79,70,99,81,84,95,91,94,89,89,89,9,4,8,2,5,7,6,5,Medical Doctor
23,49,81,72,85,45,100,61,40,98,45,59,62,7,5,0,8,5,9,0,0,Teacher
27,75,60,67,40,42,74,49,40,69,60,53,82,0,9,4,8,4,9,8,9,Teacher
9,94,100,80,78,75,71,96,100,78,79,86,62,3,4,8,5,9,8,8,6,Medical Doctor
31,68,40,47,41,71,59,59,43,55,48,65,45,3,1,7,6,0,1,1,3,Teacher
33,47,85,53,40,63,52,47,43,100,56,40,82,4,9,0,5,1,6,3,4,Teacher
23,92,58,87,84,50,80,55,40,59,71,58,60,3,3,4,0,0,6,8,0,Teacher
27,89,61,62,45,53,40,40,71,55,53,48,54,4,9,5,6,8,0,3,8,Teacher
17,77,89,100,60,90,73,72,51,70,59,67,58,6,7,3,5,2,7,3,2,Nurse
32,75,47,86,40,51,69,77,49,47,62,88,40,6,6,4,4,9,7,6,6,Teacher
28,80,56,60,60,45,61,80,66,60,57,64,71,7,2,3,2,5,8,7,9,Teacher
23,66,49,83,56,69,68,66,62,40,50,82,71,0,0,0,1,0,3,9,8,Teacher
18,57,71,71,81,90,98,61,43,69,49,100,59,6,9,7,9,4,9,6,2,Business Analyst
17,61,85,71,61,81,85,78,87,75,65,86,61,5,6,4,8,3,9,0,7,Business Analyst
28,71,43,48,61,54,43,67,51,47,57,46,59,0,4,3,3,6,8,7,7,Teacher
23,58,79,69,57,59,63,64,64,78,68,68,86,7,0,4,9,0,0,1,1,Teacher
30,44,65,57,76,59,72,49,53,60,57,56,46,6,5,2,4,8,6,3,6,Teacher
34,67,72,53,58,48,61,74,61,77,74,81,61,0,5,9,1,8,0,8,6,Teacher
31,56,69,75,77,50,73,91,61,58,55,44,72,0,7,0,4,5,2,6,1,Teacher
26,82,57,62,56,44,72,65,48,75,61,62,87,0,3,9,5,5,9,5,4,Teacher
8,96,90,60,76,81,58,71,83,86,95,84,91,1,7,8,7,5,9,0,6,Medical Doctor
35,73,40,89,77,40,65,51,54,65,75,53,53,9,0,3,9,4,1,1,0,Teacher
7,100,82,77,100,70,84,94,80,100,80,100,87,3,5,5,4,0,2,6,7,Medical Doctor
25,56,92,40,73,53,57,57,50,71,83,69,64,1,9,4,4,0,2,4,8,Teacher
22,77,79,56,93,58,76,70,40,75,73,40,89,6,2,3,5,4,3,8,5,Teacher
11,80,74,100,89,78,64,88,46,86,100,84,100,4,9,4,0,2,2,0,6,Electrical Engineer
25,53,51,61,80,42,62,73,76,73,41,79,63,9,1,9,9,0,8,5,8,Teacher
6,100,89,59,88,92,78,100,69,88,68,86,100,7,3,9,6,3,8,8,3,Medical Doctor
29,76,70,62,82,66,79,69,40,79,62,59,64,9,2,6,3,3,0,0,9,Teacher
7,100,100,94,84,96,100,91,96,100,76,96,69,5,8,5,2,0,9,9,4,Medical Doctor
15,84,72,100,74,74,65,79,86,95,55,73,84,3,8,3,4,4,9,7,5,Accountant
27,54,74,55,59,46,40,57,55,85,70,53,62,0,3,1,5,0,6,2,0,Teacher
12,67,91,81,84,69,86,85,59,81,91,76,45,9,8,7,9,8,3,3,8,Electrical Engineer
20,74,64,92,63,71,78,84,92,66,64,41,100,0,0,3,3,7,0,9,2,Teacher
30,51,65,79,40,64,40,92,67,65,40,52,52,9,4,2,6,4,3,2,3,Teacher
17,77,60,65,93,73,80,72,56,88,82,100,59,9,7,7,6,1,4,3,4,Agricultural Scientist
20,54,48,72,69,53,56,70,53,75,54,73,52,4,6,7,1,3,1,3,5,Accountant
34,64,81,49,56,69,65,68,77,54,81,40,76,6,3,3,6,8,1,8,2,Teacher
6,82,72,84,87,95,94,78,100,81,88,100,81,2,7,3,1,1,5,7,6,Medical Doctor
30,68,90,69,67,67,43,61,59,64,61,65,55,7,2,4,8,4,6,6,4,Teacher
26,89,40,44,86,61,57,43,67,69,44,58,55,3,4,4,7,3,3,6,4,Teacher
33,49,47,63,47,76,80,59,77,53,49,76,83,5,9,4,8,2,1,5,6,Teacher
8,97,100,83,96,97,100,58,87,69,88,76,84,7,2,9,4,2,4,8,3,Medical Doctor
24,51,53,73,69,44,87,52,62,90,40,40,70,2,5,3,3,3,9,8,7,Teacher
22,62,75,74,63,57,70,87,78,57,52,56,47,0,4,8,4,5,2,7,9,Teacher
18,65,68,67,67,65,84,81,98,84,56,70,68,7,9,8,6,7,4,0,3,Software Engineer
8,63,88,100,77,85,100,99,88,87,69,95,67,5,8,4,3,1,2,5,7,Lawyer
26,53,52,58,45,56,68,76,55,81,70,71,47,5,9,5,8,8,1,3,8,Teacher
18,72,56,85,60,62,79,70,75,69,94,59,66,6,9,9,5,0,2,0,9,Business Analyst
34,64,68,63,78,44,49,76,40,51,49,40,57,7,4,2,4,7,6,5,0,Teacher
22,82,100,62,57,73,73,76,79,76,83,85,85,1,7,0,3,2,4,4,4,Teacher
25,94,74,59,68,82,49,44,68,53,40,43,57,4,6,6,4,7,9,5,4,Teacher
9,85,83,100,100,100,76,92,86,91,69,65,85,5,0,6,3,2,9,8,0,Medical Doctor
18,85,84,77,55,97,70,60,76,75,40,72,74,5,9,5,6,0,3,8,9,Nurse
25,49,58,46,55,44,40,77,43,59,73,53,50,9,0,2,8,3,2,7,0,Teacher
12,58,83,96,78,51,87,91,73,73,100,72,65,7,4,9,2,7,7,3,7,Electrical Engineer
16,95,77,65,74,57,79,76,83,89,77,53,89,3,7,1,8,8,1,0,9,Software Engineer
14,82,77,88,96,59,80,78,82,78,64,100,100,8,9,7,5,3,8,8,9,Civil Engineer
14,78,96,100,56,79,68,74,85,89,77,50,64,2,7,3,3,7,0,8,6,Nurse
23,62,59,85,43,66,54,69,74,74,80,61,62,2,4,1,7,3,5,5,4,Teacher
22,92,57,59,74,91,59,47,76,78,67,58,81,5,5,0,4,8,3,2,0,Teacher
7,100,86,86,80,100,78,100,91,100,79,100,97,3,9,7,9,9,5,2,8,Medical Doctor
13,67,91,76,97,79,78,66,68,100,84,86,100,3,1,5,1,9,1,6,0,Electrical Engineer
26,45,40,67,90,91,48,56,79,67,63,57,78,0,8,1,5,9,4,9,7,Teacher
27,54,45,47,82,66,40,42,55,67,48,57,61,7,4,0,7,8,0,7,9,Teacher
9,100,70,75,67,91,81,81,96,79,100,90,81,5,0,6,3,2,7,1,8,Medical Doctor
21,61,40,58,53,77,58,81,89,80,65,70,45,2,7,0,9,3,8,3,9,Teacher
8,96,91,53,88,90,85,98,85,82,100,81,88,4,0,5,3,5,6,2,7,Lawyer
6,96,89,96,100,72,91,100,74,82,64,100,57,5,3,3,8,5,7,7,6,Medical Doctor
22,61,64,48,60,94,75,40,85,83,61,77,54,4,2,2,6,4,5,5,8,Teacher
31,56,68,58,49,61,59,40,50,41,40,67,49,0,6,0,3,5,0,6,9,Teacher
24,79,69,64,63,49,71,63,56,80,45,57,79,4,7,9,9,1,9,8,7,Teacher
9,63,93,99,79,70,91,73,96,100,73,75,64,0,8,2,0,1,7,4,6,Medical Doctor
